archive_asset_id,archive_run_id,acquisition_state,content_state,extraction_state,formal_use_state,evidence_grade,redistribution_scope,raw_local_path,extracted_local_path,target_table,replacement_source,next_action,revalidation_required
WEB-0138,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,EXCLUDED,D,private_only,08_企业案例与公开披露/外部原件/WEB-0138_建筑业实证，2024/original.pdf,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,补充权威替代来源；无法取得时删除相应字段和结论承诺。,0
WEB-0139,20260816_research_archive_v1,ACQUIRED,MIXED_CONTENT,EXTRACTED,CORE,A,shared,06_黄金美元与储备配置/外部原件/WEB-0139_-_PMC：/original.html,02_提取正文/WEB-0139/content.json,asset_monthly_return | portfolio_scenario,,人工复核关键字段与source_locator；通过后映射至正式source_registry。,1
WEB-0140,20260816_research_archive_v1,NOT_ACQUIRED,NOT_ACQUIRED,FAILED,CORE,A,shared,,,asset_monthly_return | portfolio_scenario,WEB-0115,补充权威替代来源；无法取得时删除相应字段和结论承诺。,1
WEB-0141,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0142,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0143,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,EXCLUDED,D,private_only,08_企业案例与公开披露/外部原件/WEB-0143_《台大管理论丛》/original.pdf,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,补充权威替代来源；无法取得时删除相应字段和结论承诺。,0
WEB-0144,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,A,metadata_only,,,country_monthly_risk | country_policy_year | country_event | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0145,20260816_research_archive_v1,NOT_ACQUIRED,NOT_ACQUIRED,FAILED,SUPPLEMENT,B,shared,,,asset_monthly_return | portfolio_scenario,WEB-0395,补充权威替代来源；无法取得时删除相应字段和结论承诺。,1
WEB-0146,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,EXCLUDED,D,private_only,07_会计合规与制裁/外部原件/WEB-0146_BBVA_公告，2022/original.pdf,,country_policy_year | asset_monthly_return,,补充权威替代来源；无法取得时删除相应字段和结论承诺。,0
WEB-0147,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0148,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0149,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,EXCLUDED,D,private_only,05_全球周期与历史危机/外部原件/WEB-0149_3._The_Silver_Institute（2026）：《World_Silver_Survey》——白银年度均价（2000：4.95；20/original.pdf,,asset_monthly_return | case_evidence | historical_crisis_event | global_cycle_month,,补充权威替代来源；无法取得时删除相应字段和结论承诺。,0
WEB-0150,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0151,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,按人工任务卡接受条款或完成机构授权后重新验收。,0
WEB-0152,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,按人工任务卡接受条款或完成机构授权后重新验收。,0
WEB-0153,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,按人工任务卡接受条款或完成机构授权后重新验收。,0
WEB-0154,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,按人工任务卡接受条款或完成机构授权后重新验收。,0
WEB-0155,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,按人工任务卡接受条款或完成机构授权后重新验收。,0
WEB-0156,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,EXCLUDED,D,private_only,08_企业案例与公开披露/外部原件/WEB-0156_上交所重组报告书，2025/original.pdf,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,补充权威替代来源；无法取得时删除相应字段和结论承诺。,0
WEB-0157,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0158,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,SUPPLEMENT,B,shared,06_黄金美元与储备配置/外部原件/WEB-0158_XLSX_entry_xl_worksheets_sheet4.xml/original.pdf,,asset_monthly_return | portfolio_scenario,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0159,20260816_research_archive_v1,ACQUIRED,NARRATIVE_CONTENT,EXTRACTED,SUPPLEMENT,B,shared,06_黄金美元与储备配置/外部原件/WEB-0159_XLSX_entry_xl_worksheets_sheet2.xml/original.html,02_提取正文/WEB-0159/content.json,country_exposure | asset_monthly_return | portfolio_scenario,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0160,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,source_registry,,由资料负责人合法登录、采购或申请授权；不得自动绕过。,0
WEB-0161,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,source_registry,,由资料负责人合法登录、采购或申请授权；不得自动绕过。,0
WEB-0162,20260816_research_archive_v1,ACQUIRED,NARRATIVE_CONTENT,EXTRACTED,CORE,A,shared,05_全球周期与历史危机/外部原件/WEB-0162_7._美国财政部《1995_年墨西哥金融救援》文件（200_亿美元外汇稳定基金）：_/original.html,02_提取正文/WEB-0162/content.json,asset_monthly_return | case_evidence | historical_crisis_event | global_cycle_month,,人工复核关键字段与source_locator；通过后映射至正式source_registry。,1
WEB-0163,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0164,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0165,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,EXCLUDED,D,private_only,06_黄金美元与储备配置/外部原件/WEB-0165_PDF_link_annotation_/original.pdf,,source_registry | asset_monthly_return | portfolio_scenario,,补充权威替代来源；无法取得时删除相应字段和结论承诺。,0
WEB-0166,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,EXCLUDED,D,private_only,06_黄金美元与储备配置/外部原件/WEB-0166_PDF_link_annotation_/original.pdf,,asset_monthly_return | portfolio_scenario,,补充权威替代来源；无法取得时删除相应字段和结论承诺。,0
WEB-0167,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0168,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,country_monthly_risk | country_event | asset_monthly_return | portfolio_scenario | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0169,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,private_only,,,asset_monthly_return | case_evidence | historical_crisis_event | global_cycle_month,,由资料负责人合法登录、采购或申请授权；不得自动绕过。,0
WEB-0170,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0171,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,country_monthly_risk | country_policy_year | country_event | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0172,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0173,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,country_policy_year | asset_monthly_return,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0174,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,country_monthly_risk | asset_monthly_return | case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0175,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,C,metadata_only,,,country_monthly_risk | country_policy_year | country_event | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0176,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,C,metadata_only,,,country_monthly_risk | country_policy_year | country_event | asset_monthly_return | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0177,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,C,metadata_only,,,company_overseas_exposure | country_monthly_risk | country_event | asset_monthly_return | portfolio_scenario | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0178,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,C,metadata_only,,,company_overseas_exposure | country_monthly_risk | country_policy_year | country_event | asset_monthly_return | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0179,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,C,metadata_only,,,country_monthly_risk | country_event | asset_monthly_return | portfolio_scenario | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0180,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,C,metadata_only,,,country_monthly_risk | country_event | asset_monthly_return | portfolio_scenario | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0181,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,A,metadata_only,,,country_monthly_risk | country_event | case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0182,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,country_monthly_risk | country_policy_year,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0183,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,source_registry | asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0184,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,country_policy_year | asset_monthly_return,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0185,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_event | portfolio_scenario | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0186,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,EXCLUDED,D,private_only,08_企业案例与公开披露/外部原件/WEB-0186_Berkshire_2011_股东信/original.pdf,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,补充权威替代来源；无法取得时删除相应字段和结论承诺。,0
WEB-0187,20260816_research_archive_v1,ACQUIRED,NARRATIVE_CONTENT,EXTRACTED,SUPPLEMENT,B,shared,"06_黄金美元与储备配置/外部原件/WEB-0187_change_Reserve_Returns,_BIS_Working_Papers_No._906,_2020,/original.html",02_提取正文/WEB-0187/content.json,asset_monthly_return | portfolio_scenario,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0188,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,SUPPLEMENT,B,shared,08_企业案例与公开披露/外部原件/WEB-0188_7._BIS（国际清算银行）1998_年年报第六章——危机对商品与金价的压制作用：/original.pdf,,company_overseas_exposure | country_event | portfolio_scenario | case_evidence | historical_crisis_event,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0189,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,SUPPLEMENT,B,shared,04_国别货币与中国出海/外部原件/WEB-0189_PDF_link_annotation_/original.pdf,,country_monthly_risk | country_policy_year,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0190,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,SUPPLEMENT,B,shared,"06_黄金美元与储备配置/外部原件/WEB-0190_work,_BIS_Papers_No._38,_2008,/original.pdf",,asset_monthly_return | portfolio_scenario,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0191,20260816_research_archive_v1,ACQUIRED,NARRATIVE_CONTENT,EXTRACTED,SUPPLEMENT,B,shared,06_黄金美元与储备配置/外部原件/WEB-0191_PDF_link_annotation_/original.html,02_提取正文/WEB-0191/content.json,asset_monthly_return | portfolio_scenario,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0192,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,SUPPLEMENT,B,shared,"04_国别货币与中国出海/外部原件/WEB-0192_umentation,/original.pdf",,source_registry | country_monthly_risk | country_policy_year,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0193,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0194,20260816_research_archive_v1,ACQUIRED,NARRATIVE_CONTENT,EXTRACTED,CORE,A,shared,05_全球周期与历史危机/外部原件/WEB-0194_1._美国_CPI_数据（2022-06_峰值_9.1%）：美国劳工统计局：_/original.html,02_提取正文/WEB-0194/content.json,country_monthly_risk | asset_monthly_return | case_evidence | historical_crisis_event | global_cycle_month,,人工复核关键字段与source_locator；通过后映射至正式source_registry。,1
WEB-0195,20260816_research_archive_v1,ACQUIRED,MIXED_CONTENT,EXTRACTED,CORE,A,shared,06_黄金美元与储备配置/外部原件/WEB-0195_XLSX_entry_xl_worksheets_sheet2.xml/original.html,02_提取正文/WEB-0195/content.json,asset_monthly_return | portfolio_scenario,,人工复核关键字段与source_locator；通过后映射至正式source_registry。,1
WEB-0196,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0197,20260816_research_archive_v1,ACQUIRED,NARRATIVE_CONTENT,EXTRACTED,SUPPLEMENT,B,shared,"05_全球周期与历史危机/外部原件/WEB-0197_Accord,_bubble_formation_and_subsequent_adjustment,/original.html",02_提取正文/WEB-0197/content.json | 01_新增原件/WEB-0197/WEB-0197-R01_whatsnew.xml | 01_新增原件/WEB-0197/WEB-0197-R02_mei260810.xlsx | 01_新增原件/WEB-0197/WEB-0197-R03_call.xlsx | 01_新增原件/WEB-0197/WEB-0197-R01_whatsnew.xml | 03_提取表格/WEB-0197/WEB-0197-R02/mei.csv | 03_提取表格/WEB-0197/WEB-0197-R03/業態別・By_Sector_(1)_(2).csv | 03_提取表格/WEB-0197/WEB-0197-R03/業態別・By_Sector_(3)_(4).csv | 03_提取表格/WEB-0197/WEB-0197-R03/期間別・By_Period.csv,source_registry | historical_crisis_event | global_cycle_month,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0198,20260816_research_archive_v1,ACQUIRED,NARRATIVE_CONTENT,EXTRACTED,SUPPLEMENT,B,shared,05_全球周期与历史危机/外部原件/WEB-0198_PDF_link_annotation_/original.html,02_提取正文/WEB-0198/content.json,source_registry | historical_crisis_event | global_cycle_month,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0199,20260816_research_archive_v1,ACQUIRED,NARRATIVE_CONTENT,EXTRACTED,SUPPLEMENT,B,shared,05_全球周期与历史危机/外部原件/WEB-0199_PDF_link_annotation_/original.html,02_提取正文/WEB-0199/content.json,source_registry | historical_crisis_event | global_cycle_month,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0200,20260816_research_archive_v1,ACQUIRED,MIXED_CONTENT,EXTRACTED,SUPPLEMENT,B,shared,05_全球周期与历史危机/外部原件/WEB-0200_5._日银资金循环统计（家庭金融资产）：日本银行，_/original.html,02_提取正文/WEB-0200/content.json | 01_新增原件/WEB-0200/WEB-0200-R01_sjds.xlsx | 01_新增原件/WEB-0200/WEB-0200-R02_sjfs.xlsx | 01_新增原件/WEB-0200/WEB-0200-R03_sjfy.xlsx | 03_提取表格/WEB-0200/WEB-0200-R01/SDDS.csv | 03_提取表格/WEB-0200/WEB-0200-R02/OFCS.csv | 03_提取表格/WEB-0200/WEB-0200-R03/1.csv | 03_提取表格/WEB-0200/WEB-0200-R03/2.csv | 03_提取表格/WEB-0200/WEB-0200-R03/3.csv | 03_提取表格/WEB-0200/WEB-0200-R03/4.csv | 03_提取表格/WEB-0200/WEB-0200-R03/5.csv | 03_提取表格/WEB-0200/WEB-0200-R03/6.csv | 03_提取表格/WEB-0200/WEB-0200-R03/7.csv | 03_提取表格/WEB-0200/WEB-0200-R03/8.csv | 03_提取表格/WEB-0200/WEB-0200-R03/9.csv | 03_提取表格/WEB-0200/WEB-0200-R03/10.csv | 03_提取表格/WEB-0200/WEB-0200-R03/19.csv | 03_提取表格/WEB-0200/WEB-0200-R03/20.csv | 03_提取表格/WEB-0200/WEB-0200-R03/21.csv | 03_提取表格/WEB-0200/WEB-0200-R03/22.csv | 03_提取表格/WEB-0200/WEB-0200-R03/23.csv | 03_提取表格/WEB-0200/WEB-0200-R03/24.csv | 03_提取表格/WEB-0200/WEB-0200-R03/25.csv | 03_提取表格/WEB-0200/WEB-0200-R03/26.csv | 03_提取表格/WEB-0200/WEB-0200-R03/27.csv | 03_提取表格/WEB-0200/WEB-0200-R03/28.csv | 03_提取表格/WEB-0200/WEB-0200-R03/45.csv | 03_提取表格/WEB-0200/WEB-0200-R03/46.csv | 03_提取表格/WEB-0200/WEB-0200-R03/47.csv | 03_提取表格/WEB-0200/WEB-0200-R03/48.csv | 03_提取表格/WEB-0200/WEB-0200-R03/49.csv | 03_提取表格/WEB-0200/WEB-0200-R03/50.csv | 03_提取表格/WEB-0200/WEB-0200-R03/51.csv | 03_提取表格/WEB-0200/WEB-0200-R03/52.csv | 03_提取表格/WEB-0200/WEB-0200-R03/53.csv | 03_提取表格/WEB-0200/WEB-0200-R03/54.csv,case_evidence | historical_crisis_event | global_cycle_month,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0201,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,country_monthly_risk | country_policy_year | country_event | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0202,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0203,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0204,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0205,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0206,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0207,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,EXCLUDED,D,private_only,08_企业案例与公开披露/外部原件/WEB-0207_CAFI_报告_PDF/original.pdf,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,补充权威替代来源；无法取得时删除相应字段和结论承诺。,0
WEB-0208,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,A,metadata_only,,,country_monthly_risk | country_policy_year | country_event | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0209,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,private_only,,,country_monthly_risk | country_policy_year | country_event | case_evidence,,由资料负责人合法登录、采购或申请授权；不得自动绕过。,0
WEB-0210,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,country_monthly_risk | country_policy_year | country_event | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0211,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,A,metadata_only,,,company_overseas_exposure | country_monthly_risk | country_event | portfolio_scenario | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0212,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0213,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,country_policy_year | asset_monthly_return | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0214,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,A,metadata_only,,,asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0215,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0216,20260816_research_archive_v1,ACQUIRED,NARRATIVE_CONTENT,EXTRACTED,SUPPLEMENT,B,shared,04_国别货币与中国出海/外部原件/WEB-0216_PDF_link_annotation_/original.html,02_提取正文/WEB-0216/content.json,source_registry | country_monthly_risk | country_policy_year,,按项目用途复核；不足以单独支持核心结论。,1
WEB-0217,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_policy_year | asset_monthly_return,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0218,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,company_overseas_exposure | country_policy_year | asset_monthly_return | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0219,20260816_research_archive_v1,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,EXCLUDED,D,private_only,08_企业案例与公开披露/外部原件/WEB-0219_CICPA_刊载研究，2017/original.pdf,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,补充权威替代来源；无法取得时删除相应字段和结论承诺。,0
WEB-0220,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,C,metadata_only,,,company_overseas_exposure | country_event | portfolio_scenario | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0221,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,C,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0222,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,C,metadata_only,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0223,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,C,metadata_only,,,asset_monthly_return | case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0224,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0225,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0226,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,country_monthly_risk | case_evidence | historical_crisis_event | global_cycle_month,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0227,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,country_monthly_risk | country_event | asset_monthly_return | portfolio_scenario | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0228,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,D,metadata_only,,,asset_monthly_return | portfolio_scenario,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
WEB-0229,20260816_research_archive_v1,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,A,metadata_only,,,country_policy_year | asset_monthly_return | case_evidence,,仅保留元数据；正式分析改用许可允许的权威替代源。,0
